Freq.	V(n006)
2.95821677633639e+04	(-2.31126659694889e+01dB,-1.35122230240059e+02°)
3.02712249687239e+04	(-2.34352694639552e+01dB,-1.35928522013324e+02°)
3.09763323782493e+04	(-2.37601300353814e+01dB,-1.36727547425310e+02°)
3.16978638492220e+04	(-2.40872159831207e+01dB,-1.37519100068599e+02°)
3.24362019471783e+04	(-2.44164941157156e+01dB,-1.38302982113611e+02°)
3.31917381487509e+04	(-2.47479298471958e+01dB,-1.39079004808805e+02°)
3.39648730492345e+04	(-2.50814872971647e+01dB,-1.39846988926080e+02°)
3.47560165749872e+04	(-2.54171293938906e+01dB,-1.40606765150556e+02°)
3.55655882007781e+04	(-2.57548179796295e+01dB,-1.41358174414420e+02°)
3.63940171721993e+04	(-2.60945139174231e+01dB,-1.42101068175021e+02°)
3.72417427332570e+04	(-2.64361771986394e+01dB,-1.42835308637862e+02°)
3.81092143592646e+04	(-2.67797670505562e+01dB,-1.43560768925553e+02°)
3.89968919951605e+04	(-2.71252420433243e+01dB,-1.44277333194225e+02°)
3.99052462993772e+04	(-2.74725601956878e+01dB,-1.44984896699188e+02°)
4.08347588933902e+04	(-2.78216790788879e+01dB,-1.45683365812015e+02°)
4.17859226170804e+04	(-2.81725559182224e+01dB,-1.46372657991426e+02°)
4.27592417900442e+04	(-2.85251476917878e+01dB,-1.47052701710618e+02°)
4.37552324789906e+04	(-2.88794112259797e+01dB,-1.47723436343863e+02°)
4.47744227713663e+04	(-2.92353032873843e+01dB,-1.48384812015303e+02°)
4.58173530553550e+04	(-2.95927806707439e+01dB,-1.49036789413026e+02°)
4.68845763063979e+04	(-2.99518002827327e+01dB,-1.49679339571513e+02°)
4.79766583803893e+04	(-3.03123192213298e+01dB,-1.50312443625603e+02°)
4.90941783137001e+04	(-3.06742948506254e+01dB,-1.50936092539104e+02°)
5.02377286301911e+04	(-3.10376848709402e+01dB,-1.51550286811146e+02°)
5.14079156553767e+04	(-3.14024473841862e+01dB,-1.52155036163288e+02°)
5.26053598379071e+04	(-3.17685409544317e+01dB,-1.52750359210334e+02°)
5.38306960785377e+04	(-3.21359246636767e+01dB,-1.53336283117658e+02°)
5.50845740667627e+04	(-3.25045581628733e+01dB,-1.53912843247776e+02°)
5.63676586252885e+04	(-3.28744017182605e+01dB,-1.54480082798689e+02°)
5.76806300625315e+04	(-3.32454162531078e+01dB,-1.55038052436437e+02°)
5.90241845333271e+04	(-3.36175633849859e+01dB,-1.55586809924104e+02°)
6.03990344080397e+04	(-3.39908054587037e+01dB,-1.56126419749368e+02°)
6.18059086502711e+04	(-3.43651055750677e+01dB,-1.56656952752518e+02°)
6.32455532033669e+04	(-3.47404276156349e+01dB,-1.57178485756708e+02°)
6.47187313859249e+04	(-3.51167362636396e+01dB,-1.57691101202019e+02°)
