time	V(n003)
2.800886010416206e-04	1.723638e+00
2.805768822916206e-04	1.723496e+00
2.810651635416206e-04	1.723360e+00
2.815534447916206e-04	1.723230e+00
2.820417260416206e-04	1.723107e+00
2.825300072916206e-04	1.722990e+00
2.830182885416206e-04	1.722880e+00
2.835065697916206e-04	1.722776e+00
2.839948510416206e-04	1.722678e+00
2.844831322916206e-04	1.722587e+00
2.849714135416206e-04	1.722501e+00
2.854596947916206e-04	1.722421e+00
2.859479760416206e-04	1.722347e+00
2.864362572916206e-04	1.722278e+00
2.869245385416206e-04	1.722215e+00
2.874128197916206e-04	1.722157e+00
2.879011010416206e-04	1.722103e+00
2.883893822916206e-04	1.722054e+00
2.888776635416206e-04	1.722009e+00
2.893659447916206e-04	1.721969e+00
2.898542260416206e-04	1.721932e+00
2.903425072916206e-04	1.721900e+00
2.908307885416206e-04	1.721870e+00
2.913190697916206e-04	1.721844e+00
2.918073510416206e-04	1.721822e+00
2.922956322916206e-04	1.721802e+00
2.927839135416206e-04	1.721785e+00
2.932721947916206e-04	1.721770e+00
2.937604760416206e-04	1.721758e+00
2.942487572916206e-04	1.721748e+00
2.947370385416206e-04	1.721740e+00
2.952253197916206e-04	1.721733e+00
2.957136010416206e-04	1.721729e+00
2.962018822916206e-04	1.721725e+00
2.966901635416206e-04	1.721724e+00
2.971784447916206e-04	1.721723e+00
2.976667260416206e-04	1.721724e+00
2.981550072916206e-04	1.721726e+00
2.986432885416206e-04	1.721728e+00
2.991315697916206e-04	1.721731e+00
2.996198510416206e-04	1.721735e+00
3.000000010000000e-04	1.721739e+00
3.000000020000000e-04	9.638822e-01
3.000000179999999e-04	9.638532e-01
3.000000499999998e-04	9.637952e-01
3.000001139999995e-04	9.636793e-01
3.000002419999990e-04	9.634474e-01
3.000004979999980e-04	9.629837e-01
3.000010099999959e-04	9.620563e-01
3.000020339999918e-04	9.602017e-01
3.000040819999837e-04	9.564939e-01
3.000081779999673e-04	9.490831e-01
3.000163699999346e-04	9.342809e-01
3.000327539998691e-04	9.047536e-01
3.000655219997382e-04	8.460076e-01
3.001310579994763e-04	7.297434e-01
3.002621299989526e-04	5.020808e-01
3.005242739979051e-04	6.585328e-02
3.010125552479051e-04	-6.812366e-01
3.015008364979051e-04	-1.346968e+00
3.019891177479051e-04	-1.936233e+00
3.024773989979051e-04	-2.453827e+00
3.029656802479051e-04	-2.904428e+00
3.034539614979051e-04	-3.292591e+00
3.039422427479051e-04	-3.622726e+00
3.044305239979051e-04	-3.899101e+00
3.049188052479051e-04	-4.125824e+00
3.054070864979051e-04	-4.306846e+00
3.058953677479051e-04	-4.445949e+00
3.063836489979051e-04	-4.546747e+00
3.068719302479051e-04	-4.612683e+00
3.073602114979051e-04	-4.647031e+00
3.078484927479051e-04	-4.652893e+00
3.083367739979051e-04	-4.633198e+00
3.088250552479051e-04	-4.590712e+00
3.093133364979051e-04	-4.528032e+00
3.098016177479051e-04	-4.447595e+00
3.102898989979051e-04	-4.351679e+00
3.107781802479051e-04	-4.242409e+00
3.112664614979051e-04	-4.121759e+00
3.117547427479051e-04	-3.991560e+00
3.122430239979051e-04	-3.853503e+00
3.127313052479051e-04	-3.709145e+00
3.132195864979051e-04	-3.559916e+00
3.137078677479051e-04	-3.407123e+00
3.141961489979051e-04	-3.251955e+00
3.146844302479051e-04	-3.095491e+00
3.151727114979051e-04	-2.938706e+00
3.156609927479051e-04	-2.782472e+00
3.161492739979051e-04	-2.627571e+00
3.166375552479051e-04	-2.474694e+00
3.171258364979051e-04	-2.324451e+00
3.176141177479051e-04	-2.177372e+00
3.181023989979051e-04	-2.033918e+00
3.185906802479051e-04	-1.894480e+00
3.190789614979051e-04	-1.759388e+00
3.195672427479051e-04	-1.628914e+00
3.200555239979051e-04	-1.503278e+00
3.205438052479051e-04	-1.382651e+00
3.210320864979051e-04	-1.267157e+00
3.215203677479051e-04	-1.156882e+00
3.220086489979051e-04	-1.051874e+00
3.224969302479051e-04	-9.521494e-01
